ID,productName,price,processeur,freqProcesseur,mememoire,ecran,disqueDur,carteGraphique,desciption,linkToDetails,imgPath
104,Pc Portable HP 15-DA0019NK i7 8è Gén 8Go 1T+128SSD Silver (4BX51EA),"1 999,000 DT",Intel Core i7,1.8 GHz Up to 4.00 GHz,,HD,1 To,Nvidia GeForce,"Ecran 15.6 HD rétroéclairé WLED (1366 x 768 pixels) - Processeur Intel Core i7-8550U 8éme Génération (1.8 GHz Up to 4.00 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go SDRAM DDR4-2400 - Disque Dur: 1 To + 128 GB SSD - Carte Graphique: NVIDIA GeForce (2 Go de mémoire dédiées) avec WiFi, USB 3.1, HDMI - Couleur:...",https://www.mytek.tn/pc-portable/18733-pc-portable-hp-15-da0019nk-i7-8e-gen-8go-1t128ssd-silver-4bx51ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/0/7/4/1/60741-product_category.jpg
105,Pc Portable LENOVO ThinkPad E580 i5 8é Gén 8Go 1To,"1 999,000 DT",Intel Core i5,1.60 GHz up to 3.1 GHz,8 Go,HD,1 To,AMD Readon,"Ecran: 15.6"" anti-reflets - Résolution HD LED (1366 x 768) - Processeur: Intel Core i5-8250U 8éme Génération (1.60 GHz up to 3.4 GHz - 6 Mo de mémoire cache) - systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To - Carte graphique: AMD Radeon™ RX 550 (2 Go de mémoire DDR3 dédiée) avec Wifi, Bluetooth - Couleur: Noir - Garantie: 1...",https://www.mytek.tn/pc-portable/17901-pc-portable-lenovo-thinkpad-e580-i5-8e-gen-8go-1to.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/9/0/8/4/59084-product_category.jpg
106,PC Portable DELL Inspiron 3567 I7 8è Gén 8Go 1To Gris,"2 015,000 DT",Intel Core i7,1.8 GHz,8 Go,HD,1 To,AMD Readon,"Ecran: 15.6"" LED (1366 x 768) - Processeur: Intel Core I7-8550U 8 ème Génération (1.80 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme D'exploitation: Free Dos - Mémoire RAM: 8 Go - Disque Dur: 1 To - Carte Graphique: AMD RADEON 530 (2Go de Mémoire dédiée) - Wifi et Bluetooth - Couleur: Gris - Garantie 1 an Retrait en Magasin ou Livraison Gratuite pour...",https://www.mytek.tn/pc-portable/17988-pc-portable-dell-inspiron-3567-i7-8e-gen-8go-1to-gris.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/9/2/4/6/59246-product_category.jpg
107,PC Portable DELL Inspiron 3567 I7 8è Gén 8Go 1To Noir,"2 015,000 DT",Intel Core i7,1.80 GHz,8 Go,HD,1 To,AMD Readon,"Ecran: 15.6"" LED (1366 x 768) - Processeur: Intel Core I7-8550U 8 ème Génération (1.80 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme D'exploitation: Free Dos - Mémoire RAM: 8 Go - Disque Dur: 1To - Carte Graphique: AMD530 (2Go dédiée) - Wifi et Bluetooth - Couleur: Noir - Garantie 1 an",https://www.mytek.tn/pc-portable/17148-pc-portable-dell-inspiron-i7-8e-gen-8go-1to-noir.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/7/3/3/6/57336-product_category.jpg
108,PC Portable HP 15-DA0047NK i7 7è Gén 8Go 1To Noir (5CR08EA),"2 019,000 DT",Intel Core i7,"2.7 GHz jusqu’à 3,5 GHz avec technologie Intel® Turbo Boost",8 Go,HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD rétroéclairé WLED (1366 x 768) - Processeur: Intel® Core™ i7-7500U 7éme Génération ( 2.7 GHz jusqu’à 3,5 GHz avec technologie Intel® Turbo Boost, 4 Mo de mémoire cache, Dual-Core) - Systéme d'exploitation: Free Dos - Mémoire: 8 Go SDRAM DDR4-2133 - Disque dur: 1To 5400 tr/min - Carte graphique: NVIDIA® GeForce® MX130 (2 Go de mémoire DDR3...",https://www.mytek.tn/pc-portable/20556-pc-portable-hp-15-da0047nk-i7-7e-gen-8go-1to-noir-5cr08ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/3/8/0/64380-product_category.jpg
109,Pc Portable DELL Vostro 5568 i7 7è Gén 8Go 1To,"2 035,000 DT",Intel Core i7,"2,7 GHz Up to 3.5 GHz",8 Go,LED HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD LED - Processeur: Intel® Core™ i7-7500U (2,7 GHz Up to 3.5 GHz, 4 Mo de cache, Dual-Core )- Systéme d'exploitation: Linux (Ubuntu) - Mémoire: 8 Go DDR4 - Disque dur: 1 To 5400 rpm - Carte graphique: Nvidia GeForce 940MX (4 Go de mémoire dédiée GDDR5) - HDMI, VGA, USB 3.0, Webcam avec micro - Wifi - Bluetooth - Couleur: Blue - Garantie: 1...",https://www.mytek.tn/pc-portable/19037-pc-portable-dell-vostro-5568-i7-7e-gen-8go-1to.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/1/3/6/6/61366-product_category.jpg
110,Pc Portable ASUS VivoBook S14 i5 8é Gén 8Go 500Go+128Go SSD,"2 069,000 DT",Intel Core i5,"(1.6 GHz, up to 3.4 GHz",8 Go,FULL HD,500 Go,Graphique Intégrée,"Ecran 14"" FULL HD - Processeur: Intel® Core™ i5 8250U 8ème Génération (1.6 GHz, up to 3.4 GHz, 6Mo de mémoire Cache, Quad-Core) - Système d'exploitation: Free Dos - Mémoire: 8Go DDR4 - Disque Dur: 500 Go + 128 Go SSD - Carte Graphique: Intel HD Graphics avec Wifi, Bluetooth et Webcam avec Micro - Couleur: Dark Gray - Garantie: 2 ans + Sac à dos Asus offert",https://www.mytek.tn/pc-portable/16616-pc-portable-asus-vivobook-s14-i5-8e-gen-8go-500go128go-ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/5/6/3/1/55631-product_category.jpg
111,Pc Portable ASUS VivoBook S410UA i5 8è Gén 8Go 500Go + 128Go Gold,"2 069,000 DT",Intel Core i5,1.60 GHz up to 3.4 Ghz,8 Go,LED HD,500 Go,Graphique Intégrée,"Ecran 14"" LED HD - Processeur: Intel Core i5-8250U 8ème Génération, (1.60 GHz up to 3.4 Ghz, 6 Mo de mémoire cache) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 500 Go + 128 Go SSD M.2 - Carte graphique: Intel HD Graphics 620 - Lecteur de cartes - Wifi - Bluetooth - Couleur: Gold Metal -Garantie 2 ans + Sac à dos Asus offert...",https://www.mytek.tn/pc-portable/13496-pc-portable-asus-vivobook-s14-s410ua-i5-8e-gen-8go-500go-128go.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/0/3/2/64032-product_category.jpg
112,Pc Portable HP OMEN 15-ce011nk i5 7è Gén 8Go 1To (3YD35EA),"2 075,000 DT",Intel Core i5,"2,5 GHz up to 3.5 Ghz",8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6'' FHD IPS - Processeur: Intel Core i5-7300HQ 7ème Génération (2,5 GHz up to 3.5 Ghz, 6Mo de mémoire cache, Quad-Core) - Systéme d'exploitaton: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To, SATA 7200 tr/min - Carte Graphique: NVIDIA GeForce GTX 1050, (2 Go de mémoire GDDR5 dédiée) avec Wifi - Bluetooth - Couleur: Noir - Garantie 1 an...",https://www.mytek.tn/pc-gamer-/19340-pc-portable-hp-omen-15-ce011nk-i5-7e-gen-8go-1to-3yd35ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/1/9/5/0/61950-product_category.jpg
113,"PC Portable DELL Inspiron 5378 i5 7è Gén 4Go 500Go (5378-I5-4G) ","2 079,000 DT",Intel Core i5,2.5 GHz Up To 3.1 GHz,4 Go,LED FULL HD,500 Go,Graphique Intégrée,"Ecran 13.3"" rétroéclairé IPS Tactile LED Full HD (1920 x 1080 px) - Processeur: Intel® Core™ i5-7200U 7ème Génération (2.5 GHz up to 3.10 GHz, 3Mo de mémoire Cache, Dual Core) - Systéme d'exploitation: Windows 10 - Mémoire RAM: 4 Go DDR4 (2400 MHz) - Disque dur: 500 Go HDD 5400 Trs/min - Carte Graphique: Intel HD Graphics, avec HDMI, Wifi, Bluetooth,...",https://www.mytek.tn/pc-portable/16389-pc-portable-dell-inspiron-5378-i5-7e-gen-4go-500go-5378-i5-4g-.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/5/2/0/1/55201-product_category.jpg
114,PC Portable HP ProBook 450 G5 i5 8è Gén 8Go 1To (2RS04EA),"2 099,000 DT",Intel Core i5,1.6 GHz up to 3.4 GHz,8 Go,LED HD,1 To,Nvidia GeForce,"Ecran 15.6"" LED HD (1366 x 768) - Processeur: Intel Core i5-8250U 8 ème Génération (1.6 GHz up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation : FreeDos - Mémoire RAM: 8 Go SDRAM DDR4 - Disque Dur: 1 To SATA (5400 rpm) - Carte Graphique: NVIDIA GeForce 930MX avec ( 2 Go de Mémoire Dédiée DDR3) avec USB 3.1 Type-C, USB 3.0, HDMI,...",https://www.mytek.tn/pc-portable/19464-pc-portable-hp-probook-450-g5-i5-8e-gen-8go-1to-2rs04ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/2/1/5/6/62156-product_category.jpg
115,Pc Portable LENOVO ThinkPad E480 i7 8è Gén 8Go 1To Noir (20KN0003FE),"2 159,000 DT",Intel Core i7,1.8 GHz Up to 4.0 GHz,,HD,1 To,AMD Readon,"Ecran 14"" HD (1366 x 768 pixels) - Processeur Intel Core i7-8550U 8éme Génération (1.8 GHz Up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-2400 - Disque Dur: 1 To - Carte Graphique: AMD Radeon™ RX 550 (2 Go de mémoire dédiées) avec WiFi, USB 3.1, HDMI - Couleur: Noir - Garantie: 1 an Retrait en...",https://www.mytek.tn/pc-portable/21059-pc-portable-lenovo-thinkpad-e480-i7-8e-gen-8go-1to-noir-20kn0003fe.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/4/4/0/65440-product_category.jpg
116,Pc portable HP Probook 450 G5 i5 8è Gén 4Go 500Go (2RS09EA),"2 159,000 DT",Intel Core i5,1.6 GHz up to 3.4 GHz,4 Go,HD,500 Go,Graphique Intégrée,"Ecran 15.6"" HD (1366 x 768) - Processeur: Intel Core i5-8250U 8ème Génération (1.6 GHz up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation : Windows 10 Professionnel 64 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 500 Go (7200 tr/min) - Carte Graphique: Intel HD Graphics avec USB 3.0 Type-C, VGA, WiFi, lecteur de Carte et Webcam -...",https://www.mytek.tn/pc-portable/16176-pc-portable-hp-probook-450-g5-i5-8e-gen-4go-500go-2rs09ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/4/8/1/1/54811-product_category.jpg
117,Pc Portable LENOVO ThinkPad E580 i7 8é Gén 8Go 1To (20KS0009FE),"2 169,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,8 Go,HD,1 To,AMD Readon,"Ecran 15.6"" HD LED anti-reflets (1366 x 768) - Processeur: Intel Core i7-8550U 8éme Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) -Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To - Carte graphique: AMD Radeon RX 550 (2 Go de mémoire DDR3 dédiée) avec Wifi, Bluetooth - Couleur: Noir - Garantie: 1 an...",https://www.mytek.tn/pc-portable/20973-pc-portable-lenovo-thinkpad-e580-i7-8e-gen-8go-1to-20ks0009fe.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/2/0/6/65206-product_category.jpg
118,PC Portable LENOVO IP 520S-14IKBR i5 8è Gén 8Go 256Go Gris (81BL008EFG),"2 199,000 DT",Intel Core i5,"1.60 Ghz, up to 3.40 Ghz",8 Go,FULL HD,,Graphique Intégrée,"Ecran 14"" IPS Full HD (1920 x 1080 px) - Processeur: Intel Core i5-8250U 8ème génération (1,60 GHz up to 3,40 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8Go DDR4 - Disque Dur: 256Go SSD - Carte Graphique: Intel HD Graphics avec USB 3.0 , Wifi et Lecteur de cartes - Empreinte Digitale - Couleur: Gris - Garantie:...",https://www.mytek.tn/pc-portable/17222-pc-portable-lenovo-ip-520s-14ikbr-i5-8e-gen-8go-256go-gris-81bl008efg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/8/3/9/1/58391-product_category.jpg
119,Pc Portable HP OMEN 15-ce011nk i5 7è Gén 12Go 1To (3YD35EA),"2 225,000 DT",Intel Core i5,"2,5 GHz up to 3.5 Ghz",12 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6'' FHD IPS - Processeur: Intel Core i5-7300HQ 7ème Génération (2,5 GHz up to 3.5 Ghz, 6Mo de mémoire cache, Quad-Core) - Systéme d'exploitaton: FreeDos - Mémoire RAM: 12 Go DDR4 - Disque Dur: 1 To, SATA 7200 tr/min - Carte Graphique: NVIDIA GeForce GTX 1050, (2 Go de mémoire GDDR5 dédiée) avec Wifi - Bluetooth - Couleur: Noir - Garantie 1 an...",https://www.mytek.tn/pc-gamer-/20069-pc-portable-hp-omen-15-ce011nk-i5-7e-gen-12go-1to-3yd35ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/3/3/3/0/63330-product_category.jpg
120,Pc Portable DELL Inspiron 5570 i7 8è Gén 8Go 1To Blanc,"2 229,000 DT",Intel Core i7,1.80 GHz up to 4.00 GHz,8 Go,LED FULL HD,1 To,AMD Readon,"Ecran 15.6""LED Full HD (1920 x 1080 px) - Processeur: Intel® Core™ i7- 8550U 8ème Génération ( 1.80 GHz jusqu‘à 4.00 GHz, 8 Mo Cache, Quad-core ) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec Lecteur de cartes - Wifi - Bluetooth - Webcam avec Micro -...",https://www.mytek.tn/pc-portable/14731-pc-portable-dell-inspiron-5570-i7-8e-gen-8go-1to-blanc.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/1/9/5/2/51952-product_category.jpg
121,Pc Portable HP EliteBook 840 I5è Gén 4Go 500Go (Y3C06EA),"2 229,000 DT",Intel Core i5,2.3Ghz,4 Go,,500 Go,Graphique Intégrée,"Ecran: 14"" anti-reflets, rétroéclairage LED - Processeur: Intel Core™ i5-6200U (2,3 GHz, jusqu'à 2.8 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 10 PRO 64 Bits - Mémoire RAM: 4 Go DDR4 - Disque Dur: 500Go- carte ghraphique :Intel HD 520 -3 USB 3.0, 1 port USB Type-C, 1 DisplayPort, 1 VGA, 1 port RJ-45...- wifi - Garantie: 3 ans",https://www.mytek.tn/pc-portable/14859-pc-portable-hp-elitebook-840-i5e-gen-4go-500go-y3c06ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/3/0/6/52306-product_category.jpg
122,PC Portable DELL Inspiron 5570 i7 8è Gén 8Go 1To - Silver,"2 229,000 DT",Intel Core i7,1.80 GHz up to 4.00 GHz,8 Go,LED FULL HD,1 To,AMD Readon,"Ecran 15.6""LED Full HD (1920 x 1080 px) - Processeur: Intel® Core™ i7- 8550U 8ème Génération ( 1.80 GHz jusqu‘à 4.00 GHz, 8 Mo Cache, Quad-core ) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec Lecteur de cartes - Wifi - Bluetooth - Webcam avec Micro -...",https://www.mytek.tn/pc-portable/14733-pc-portable-dell-inspiron-5570-i7-8e-gen-8go-1to-silver.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/1/9/5/5/51955-product_category.jpg
123,Pc Portable DELL Inspiron 5570 i7 8è Gén 8Go 1To Bleu,"2 229,000 DT",Intel Core i7,1.80 GHz up to 4.00 GHz,8 Go,LED FULL HD,1 To,AMD Readon,"Ecran 15.6"" LED Full HD (1920 x 1080 px) - Processeur: Intel® Core i7- 8550U 8ème Génération ( 1.80 GHz jusqu‘à 4.00 GHz, 8 Mo Cache, Quad-core ) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec Lecteur de cartes - Wifi - Bluetooth - Webcam avec Micro -...",https://www.mytek.tn/pc-portable/14741-pc-portable-dell-inspiron-5570-i7-8e-gen-8go-1to-bleu.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/1/0/3/52103-product_category.jpg
124,Pc portable HP Probook 640 G3 i5 7è Gén 4Go 500Go ( Z2W37EA ),"2 229,000 DT",Intel Core i5,"2,5 GHz, jusqu'à 3,1 GHz",4 Go,LED HD,500 Go,Graphique Intégrée,"Ecran 14"" HD LED - Processeur: Intel Core i5-7200U (2,5 GHz, jusqu'à 3,1 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation : Windows 10 Professionnel 64 - Mémoire: 4 Go SDRAM DDR4 - Disque Dur: 500 Go - Carte graphique : Intel Graphics HD 620 - Wifi , HDMI , VGA, USB 3.0 - Garantie: 1 an",https://www.mytek.tn/pc-portable/15294-pc-portable-hp-probook-640-g3-i5-7e-gen-4go-500go-z2w37ea-.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/3/2/0/7/53207-product_category.jpg
125,PC Portable DELL Inspiron 5570 i7 8è Gén 8Go 1To - Gold,"2 229,000 DT",Intel Core i7,1.80 GHz up to 4.00 GHz,8 Go,LED FULL HD,1 To,AMD Readon,"Ecran 15.6"" LED Full HD (1920 x 1080 px) - Processeur: Intel® Core i7- 8550U 8ème Génération ( 1.80 GHz jusqu‘à 4.00 GHz, 8 Mo Cache, Quad-core ) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec Lecteur de cartes - Wifi - Bluetooth - Webcam avec Micro -...",https://www.mytek.tn/pc-portable/14740-pc-portable-dell-inspiron-5570-i7-8e-gen-8go-1to-gold.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/1/9/6/8/51968-product_category.jpg
126,PC Portable DELL Inspiron 5570 i7 8è Gén 8Go 1To - Noir,"2 229,000 DT",Intel Core i7,1.80 GHz up to 4.00 GHz,8 Go,LED FULL HD,1 To,AMD Readon,"Ecran 15.6""LED Full HD (1920 x 1080 px) - Processeur: Intel® Core™ i7- 8550U 8ème Génération ( 1.80 GHz jusqu‘à 4.00 GHz, 8 Mo Cache, Quad-core ) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec Lecteur de cartes - Wifi - Bluetooth - Webcam avec Micro -...",https://www.mytek.tn/pc-portable/14736-pc-portable-dell-inspiron-5570-i7-8e-gen-8go-1to-noir.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/1/9/6/3/51963-product_category.jpg
127,Pc portable HP Probook 640 G3 i5 7è Gén 4Go 128Go SSD ( Z2W28EA ),"2 249,000 DT",Intel Core i5,"2,5 GHz, jusqu'à 3,1 GHz",4 Go,LED HD,128 Go SSD,Graphique Intégrée,"Ecran 14"" HD LED - Processeur: Intel Core i5-7200U (2,5 GHz, jusqu'à 3,1 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation : Windows 10 Professionnel 64 - Mémoire: 4 Go SDRAM DDR4 - Disque Dur: 128 Go SSD - Carte graphique : Intel Graphics HD 520 - Wifi , HDMI , VGA, USB 3.0 - Garantie: 1 an",https://www.mytek.tn/pc-portable/15291-pc-portable-hp-probook-640-g3-i5-7e-gen-4go-128go-ssd-z2w28ea-.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/3/2/0/0/53200-product_category.jpg
128,"Pc Portable ASUS ViviBooK 17 X705UB-BX075 i7 8è Gén 8Go 1To ","2 259,000 DT",Intel Core i7,"1.8 GHz, up to 4.0 GHz",8 Go,HD,1 To,Nvidia GeForce,"Ecran 17,3"" HD - Processeur: Intel® Core™ i7-8550U, 8éme Génération (1.8 GHz, up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To SATA - Carte Graphique: NVIDIA® GeForce® MX110 (2 Go de mémoire GDDR5 dédiée) - Wifi, Bluetooth - Garantie: 2 ans + Graveur DVD Externe Offert Retrait...",https://www.mytek.tn/pc-portable/18500-pc-portable-asus-vivibook-17-x705ub-bx075-i7-8e-gen-8go-1to-.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/2/6/4/8/62648-product_category.jpg
129,"Pc Portable ASUS VivoBook S15 S510UR I7 7é Gén 8Go 1To + 128SSD Gris ","2 299,000 DT",Intel Core i7,2.7 GHz up to 3.5 GHz,8 Go,HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD - Processeur: Intel® Core™ i7-75000U, 7éme Génération (2.7 GHz up to 3.5 GHz, 4 Mo de mémoire cache, Dual-Core ) - Systéme d'explatation: Windows 10 - Mémoire RAM: 8Go - Disque Dur: 1To + 128Go SSD - Carte Graphique: NVIDIA GeForce GT930MX (2 Go de mémoire dédiée), avec Wi-Fi & Bluetooth - Couleur: Gris - Garantie: 2 ans Retrait en...",https://www.mytek.tn/pc-portable/20527-pc-portable-asus-vivobook-s15-s510ur-i7-7e-gen-8go-1to-128ssd-gris-.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/3/1/7/64317-product_category.jpg
130,Pc Portable ASUS VivoBook S15 I7 8é Gén 8Go 1To+128SSD Gris,"2 299,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,8 Go,HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD - Processeur: Intel® Core™ i7-8550U 8ème Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 1To+128SSD - Carte graphique: Nvidia GeForce MX130 (2 Go de mémoire dédiée ) avec Lecteur de cartes - Wifi - Bluetooth - USB 3.0 Type-C - HDMI - Webcam VGA-...",https://www.mytek.tn/pc-portable/20501-pc-portable-asus-vivobook-s15-i7-8e-gen-8go-1to128ssd-gris.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/2/6/6/64266-product_category.jpg
131,Pc Portable DELL Inspiron 5379 i5 8è Gén 8Go 1To Gris,"2 299,000 DT",Intel Core i5,1.60 GHz Up To 3.40 GHz,8 Go,LED FULL HD,1 To,Graphique Intégrée,"Ecran 13.3"" LED Full HD Tactile - Processeur: Intel Core i5-8250U, 8 ème Génération (1.60 GHz Up To 3.40 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme D'exploitation: windows 10 professionnel 64 bits - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To - Carte Graphique: Intel HD avec USB 3.0, Lecteur de Cartes, HDMI, Webcam HD, Wifi et Bluetooth - Couleur:...",https://www.mytek.tn/pc-portable/17158-pc-portable-dell-inspiron-5379-i5-8e-gen-8go-1to-gris-5379i5.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/8/3/9/5/58395-product_category.jpg
132,Pc Portable ASUS TUF Gaming FX504GD i5 8é Gén 8Go 1To + 8Go SSHD Noir,"2 319,000 DT",Intel Core i5,2.3 Ghz up to 4.0 Ghz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15,6"" Full HD (1920 x1080 px) - Processeur: Intel® Core™ i5-8300HQ 8éme Génération, (2.3 Ghz up to 4.0 Ghz, 8 Mo de mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8Go DDR4 - Disque Dur: 1 To + 8 Go SSHD - Carte Graphique: NVIDIA® GeForce® GTX 1050 (4Go GDDR5 de mémoire dédiée ) avec WiFi, Ethernet, Bluetooth - Clavier...",https://www.mytek.tn/pc-gamer-/19229-pc-portable-asus-tuf-fx504gd-i5-8e-gen-8go-1to8-go-sshd-noir.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/1/7/1/7/61717-product_category.jpg
133,PC Portable ASUS VivoBook 15 X542UN i7 8ème Gén 12Go 1To+128SSD - Gris,"2 339,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,12 Go,HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD - Processeur: Intel Core i7-8550U 8 éme Génération (1.8 GHz up to 4.00 Ghz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 12 Go - Disque Dur: 1To+128SSD - Carte graphique: NVIDIA GeForce MX150 (4 Go de mémoire dédiée) - USB 3.0 - HDMI - Connectivité: Wifi, Ethernet - Couleur: Gris metal - Garantie: 2...",https://www.mytek.tn/pc-portable/19415-pc-portable-asus-vivobook-15-x542un-i7-8eme-gen-12go-1to128ssd-gris.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/1/7/5/65175-product_category.jpg
134,PC Portable HP ProBook 470 G5 i5 8è Gén 8Go 1To (3VJ32ES),"2 399,000 DT",Intel Core i5,1.6 GHz up to 3.4 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 17.3"" FULL HD - Processeur: Intel Core i5-8250U 8 ème Génération (1.6 GHz up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation : FreeDos - Mémoire RAM: 8 Go SDRAM DDR4 - Disque Dur: 1 To HDD - Carte Graphique: NVIDIA GeForce 930MX ( 2 Go de Mémoire Dédiée DDR3) avec USB, HDMI, VGA, RJ-45 , lecteur de Carte et Webcam HD -...",https://www.mytek.tn/pc-portable/20048-pc-portable-hp-probook-470-g5-i5-8e-gen-8go-1to-3vj32es.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/3/2/9/4/63294-product_category.jpg
135,PC Portable DELL Latitude 5490 i5 8è Gén 4Go 500Go (N075L549014EMEA),"2 429,000 DT",,"1,60 GHz Up To 3.40 GHz",4 Go,HD,500 Go,Graphique Intégrée,"Ecran 14.0"" HD AG eDP Ultraslim (1366 x 768 px) - Processeur: Intel Core i5-8250U 8ème Génération, (1,60 GHz Up To 3.40 GHz, 6 Mo de mémoire cache, Quad-Core) - Syséme d'exploitation: Linux (Ubuntu) - Mémoire RAM: 4 Go DDR4 - Disque Dur: 500 Go (7200 rpm) - Carte Graphique: Intel UHD Graphics 620 avec USB 3.1 Gen 1, VGA, HDMI et Lecteur de Cartes -...",https://www.mytek.tn/pc-portable/19614-pc-portable-dell-latitude-5490-i5-8e-gen-4go-500go-n075l549014emea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/2/4/3/2/62432-product_category.jpg
